date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:04:55	15828/15828	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f1808f4-3dd4%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/fs-round-white.svg	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/fs-round-white.svg	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:56	1718/1718	---M--	200	added ('OK')	image/png	etag:%225f180903-6b6%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/visa.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/visa.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:56	2876/2876	---M--	200	added ('OK')	image/png	etag:%225f1808f8-b3c%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/mc.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/mc.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:56	1484/1484	---M--	200	added ('OK')	image/png	etag:%225f1808ec-5cc%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/bitcoin.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/bitcoin.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:56	2003/2003	---M--	200	added ('OK')	image/png	etag:%225f1808fc-7d3%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/paypal.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/paypal.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:56	1277/1277	---M--	200	added ('OK')	image/png	etag:%225f1808fa-4fd%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/partners-logo-1.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/partners-logo-1.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:57	2897/2897	---M--	200	added ('OK')	image/png	etag:%225f1808fa-b51%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/partners-logo-2.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/partners-logo-2.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:57	1910/1910	---M--	200	added ('OK')	image/png	etag:%225f1808fb-776%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/partners-logo-3.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/partners-logo-3.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:57	357/357	---M--	200	added ('OK')	image/svg+xml	etag:%225f180901-165%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/star-gold.svg	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/star-gold.svg	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:57	358/358	---M--	200	added ('OK')	image/svg+xml	etag:%225f180901-166%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/star.svg	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/star.svg	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:58	1584/1584	---M--	200	added ('OK')	image/png	etag:%225f1808fb-630%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/partners-logo-4.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/partners-logo-4.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:58	290/290	---M--	200	added ('OK')	image/svg+xml	etag:%225f1808fc-122%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/play.svg	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/play.svg	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:59	92529/92529	---M--	200	added ('OK')	image/png	etag:%225f1808e4-16971%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/about-img-1.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/about-img-1.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:04:59	470221/470221	---M--	200	added ('OK')	image/png	etag:%225f180903-72ccd%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/video-bg.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/video-bg.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:05:00	5320/5320	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f1808ff-14c8%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/services-icon-1.svg	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/services-icon-1.svg	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:05:00	137020/137020	---M--	200	added ('OK')	image/png	etag:%225f1808e4-2173c%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/about-img-2.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/about-img-2.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:05:00	5033/5033	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f1808ff-13a9%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/services-icon-2.svg	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/services-icon-2.svg	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:05:01	7080/7080	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f1808ff-1ba8%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/services-icon-3.svg	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/services-icon-3.svg	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:05:01	5309/5309	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f180900-14bd%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/services-icon-4.svg	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/services-icon-4.svg	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:05:01	5891/5891	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f180900-1703%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/services-icon-5.svg	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/services-icon-5.svg	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:05:01	5494/5494	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f180901-1576%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/services-icon-6.svg	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/services-icon-6.svg	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:05:02	53999/53999	---M--	200	added ('OK')	image/png	etag:%225f1808f7-d2ef%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/infoblock_bg.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/infoblock_bg.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:05:02	1007/1007	---M--	200	added ('OK')	image/svg+xml	etag:%225f180903-3ef%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/white-round-sm.svg	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/white-round-sm.svg	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:05:02	17179/17179	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f1808fe-431b%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/round-white-lg.svg	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/round-white-lg.svg	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:05:02	16588/16588	---M--	200	added ('OK')	image/png	etag:%225f1808ee-40cc%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/figure-1.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/figure-1.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
21:05:03	26179/26179	---M--	200	added ('OK')	image/png	etag:%225f1808e6-6643%22	https://demo.artureanec.com/html/cryptoland/demo_5/img/app_bg-2.png	C:/My%20Web%20Sites/demo1/demo.artureanec.com/html/cryptoland/demo_5/img/app_bg-2.png	(from https://demo.artureanec.com/html/cryptoland/demo_5/index.html)
